Gene ID	source_id	Organism	Genomic Location (Gene)	Product Description	Is Pseudo	# Transcripts	Gene Name or Symbol	Previous ID(s)	
PBANKA_1300600	PBANKA_1300600.1	Plasmodium berghei ANKA	PbANKA_13_v3:49,632..51,536(+)	bromodomain protein 4, putative	No	1	BDP4	Previous IDs: PB000455.02.0;PB001287.02.0;PBANKA_130060	
PBANKA_1300700	PBANKA_1300700.1	Plasmodium berghei ANKA	PbANKA_13_v3:52,618..57,465(-)	LCCL domain-containing protein	No	1	CCp1	Previous IDs: LAP2;PB000652.01.0;PB001034.03.0;PB300439.00.0;PBANKA_130070	
PBANKA_1300800	PBANKA_1300800.1	Plasmodium berghei ANKA	PbANKA_13_v3:59,582..75,942(+)	cysteine repeat modular protein 4	No	1	CRMP4	Previous IDs: PB000086.01.0;PB000382.00.0;PB000492.02.0;PB000759.01.0;PB000803.01.0;PB000936.00.0;PB001174.01.0;PB001652.02.0;PB300084.00.0;PB300140.00.0;PB301142.00.0;PBANKA_130080	
PBANKA_1300900	PBANKA_1300900.1	Plasmodium berghei ANKA	PbANKA_13_v3:76,402..77,085(-)	cytochrome c oxidase assembly protein COX11, putative	No	1	COX11	Previous IDs: PB000935.00.0;PBANKA_130090	
PBANKA_1301000	PBANKA_1301000.1	Plasmodium berghei ANKA	PbANKA_13_v3:78,099..80,915(-)	conserved protein, unknown function	No	1	N/A	Previous IDs: PB000934.00.0;PBANKA_130100	
PBANKA_1301100	PBANKA_1301100.1	Plasmodium berghei ANKA	PbANKA_13_v3:81,559..85,803(-)	conserved Plasmodium protein, unknown function	No	1	N/A	Previous IDs: PB000173.02.0;PB000769.03.0;PBANKA_130110	
PBANKA_1301200	PBANKA_1301200.1	Plasmodium berghei ANKA	PbANKA_13_v3:86,227..86,631(-)	mediator of RNA polymerase II transcription subunit 31, putative	No	1	MED31	Previous IDs: PB000767.03.0;PBANKA_130120	
PBANKA_1301300	PBANKA_1301300.1	Plasmodium berghei ANKA	PbANKA_13_v3:88,173..89,186(-)	trailer hitch homolog	No	1	CITH	Previous IDs: PB000768.03.0;PBANKA_130130;Tral	
PBANKA_1301400	PBANKA_1301400.1	Plasmodium berghei ANKA	PbANKA_13_v3:92,041..93,163(-)	proteasome subunit alpha type-1, putative	No	1	N/A	Previous IDs: PB000867.01.0;PBANKA_130140	
PBANKA_1301500	PBANKA_1301500.1	Plasmodium berghei ANKA	PbANKA_13_v3:94,792..97,307(+)	protein kinase, putative	No	1	N/A	Previous IDs: PB000060.03.0;PB000784.03.0;PBANKA_130150	
PBANKA_1301600	PBANKA_1301600.1	Plasmodium berghei ANKA	PbANKA_13_v3:97,611..99,480(-)	vacuole membrane protein 1, putative	No	1	VMP1	Previous IDs: PB000061.03.0;PBANKA_130160	
PBANKA_1301700	PBANKA_1301700.1	Plasmodium berghei ANKA	PbANKA_13_v3:101,290..103,098(+)	splicing factor 3A subunit 1, putative	No	1	SF3A1	Previous IDs: PB000964.02.0;PBANKA_130170	
PBANKA_1301800	PBANKA_1301800.1	Plasmodium berghei ANKA	PbANKA_13_v3:103,468..114,090(-)	conserved Plasmodium protein, unknown function	No	1	N/A	Previous IDs: PB000020.01.0;PB000234.00.0;PB000661.00.0;PB000965.02.0;PB300958.00.0;PB405097.00.0;PBANKA_130180	
PBANKA_1301900	PBANKA_1301900.1	Plasmodium berghei ANKA	PbANKA_13_v3:114,784..117,342(-)	DNA repair metallo-beta-lactamase protein, putative	No	1	N/A	Previous IDs: PB300345.00.0;PBANKA_130190	
PBANKA_1302000	PBANKA_1302000.1	Plasmodium berghei ANKA	PbANKA_13_v3:119,343..132,712(+)	conserved Plasmodium protein, unknown function	No	1	N/A	Previous IDs: PB000152.03.0;PB000154.03.0;PB000724.02.0;PB000868.01.0;PBANKA_130200	
PBANKA_1302100	PBANKA_1302100.1	Plasmodium berghei ANKA	PbANKA_13_v3:132,940..133,465(-)	ribosomal protein L20, mitochondrial, putative	No	1	N/A	Previous IDs: PB000725.02.0;PBANKA_130210	
PBANKA_1302200	PBANKA_1302200.1	Plasmodium berghei ANKA	PbANKA_13_v3:134,481..136,097(-)	translocation protein SEC62, putative	No	1	N/A	Previous IDs: PB000723.02.0;PBANKA_130220	
PBANKA_1302241	PBANKA_1302241.1	Plasmodium berghei ANKA	PbANKA_13_v3:137,982..138,085(-)	tRNA Selenocysteine	No	1	N/A	Previous IDs: berg13:tRNA:rfamscan:116536-116639	
PBANKA_1302261	PBANKA_1302261:tRNA	Plasmodium berghei ANKA	PbANKA_13_v3:139,276..139,349(+)	tRNA Methionine	No	1	N/A	Previous IDs: berg13:tRNA:rfamscan:117829-117902	
PBANKA_1302300	PBANKA_1302300.1	Plasmodium berghei ANKA	PbANKA_13_v3:142,573..149,070(+)	metacaspase-2, putative	No	1	MCA2	Previous IDs: PB000485.03.1;PB000485.03.2;PB000488.03.0;PB300386.00.0;PB405863.00.0;PBANKA_130230	
PBANKA_1302400	PBANKA_1302400.1	Plasmodium berghei ANKA	PbANKA_13_v3:149,897..152,710(-)	cleavage and polyadenylation specificity factor subunit 3, putative	No	1	CPSF3	Previous IDs: PB000484.03.0;PBANKA_130240	
PBANKA_1302500	PBANKA_1302500.1	Plasmodium berghei ANKA	PbANKA_13_v3:154,325..155,221(+)	conserved protein, unknown function	No	1	N/A	Previous IDs: PB000486.03.0;PBANKA_130250	
PBANKA_1302600	PBANKA_1302600.1	Plasmodium berghei ANKA	PbANKA_13_v3:156,669..160,160(+)	DNA primase small subunit, putative	No	1	N/A	Previous IDs: PB000487.03.0;PB300318.00.0;PB300792.00.0;PB301421.00.0;PBANKA_130260	
PBANKA_1302700	PBANKA_1302700.1	Plasmodium berghei ANKA	PbANKA_13_v3:163,946..167,105(+)	OST-HTH associated domain protein, putative	No	1	N/A	Previous IDs: PB000038.01.0;PB301168.00.0;PBANKA_130270	
PBANKA_1302800	PBANKA_1302800.1	Plasmodium berghei ANKA	PbANKA_13_v3:168,768..169,355(+)	thioredoxin peroxidase 1	No	1	TPx1	Previous IDs: PB000037.01.0;PBANKA_130280	
PBANKA_1302900	PBANKA_1302900.1	Plasmodium berghei ANKA	PbANKA_13_v3:170,648..171,713(+)	copper transporter, putative	No	1	CTR1	Previous IDs: PB000039.01.0;PBANKA_130290	
PBANKA_1303000	PBANKA_1303000.1	Plasmodium berghei ANKA	PbANKA_13_v3:173,257..180,887(+)	DEAD/DEAH box helicase, putative	No	1	N/A	Previous IDs: PB000036.01.0;PB000885.00.0;PB001032.01.0;PB300562.00.0;PB301180.00.0;PBANKA_130300	
PBANKA_1303100	PBANKA_1303100.1	Plasmodium berghei ANKA	PbANKA_13_v3:181,313..185,639(+)	conserved Plasmodium protein, unknown function	No	1	N/A	Previous IDs: PB000745.03.0;PB000862.01.0;PB301140.00.0;PBANKA_130310	
PBANKA_1303200	PBANKA_1303200.1	Plasmodium berghei ANKA	PbANKA_13_v3:187,107..192,306(+)	Sad1/UNC domain-containing protein, putative	No	1	N/A	Previous IDs: PB000074.02.0;PB000076.03.0;PB300740.00.0;PBANKA_130320	
PBANKA_1303300	PBANKA_1303300.1	Plasmodium berghei ANKA	PbANKA_13_v3:193,318..194,391(-)	cytochrome b-c1 complex subunit Rieske, putative	No	1	N/A	Previous IDs: PB000018.02.0;PBANKA_130330	
PBANKA_1303400	PBANKA_1303400.1	Plasmodium berghei ANKA	PbANKA_13_v3:199,052..201,679(+)	oocyst rupture protein 2	No	1	ORP2	Previous IDs: PB000778.02.0;PBANKA_130340	
PBANKA_1303500	PBANKA_1303500.1	Plasmodium berghei ANKA	PbANKA_13_v3:203,118..203,660(-)	cytochrome c oxidase subunit ApiCOX26, putative	No	1	N/A	Previous IDs: PB000776.02.0;PBANKA_130350	
PBANKA_1303600	PBANKA_1303600.1	Plasmodium berghei ANKA	PbANKA_13_v3:204,484..206,092(-)	leucine carboxyl methyltransferase, putative	No	1	N/A	Previous IDs: PB000777.02.0;PBANKA_130360	
PBANKA_1303700	PBANKA_1303700.1	Plasmodium berghei ANKA	PbANKA_13_v3:208,611..209,546(+)	vesicle-associated membrane protein, putative	No	1	N/A	Previous IDs: PB001163.00.0;PB300143.00.0;PBANKA_130370	
PBANKA_1303800	PBANKA_1303800.1	Plasmodium berghei ANKA	PbANKA_13_v3:211,752..212,896(+)	triosephosphate isomerase, putative	No	1	TIM	Previous IDs: PB001162.00.0;PB300820.00.0;PBANKA_130380	
PBANKA_1303900	PBANKA_1303900.1	Plasmodium berghei ANKA	PbANKA_13_v3:213,529..220,107(-)	conserved Plasmodium protein, unknown function	No	1	N/A	Previous IDs: PB000411.00.0;PB001164.00.0;PB300821.00.0;PB301175.00.0;PB405687.00.0;PBANKA_130390	
PBANKA_1304000	PBANKA_1304000.1	Plasmodium berghei ANKA	PbANKA_13_v3:222,192..225,143(-)	cohesin complex subunit, putative	No	1	N/A	Previous IDs: PB000135.01.0;PB300466.00.0;PBANKA_130400	
PBANKA_1304100	PBANKA_1304100.1	Plasmodium berghei ANKA	PbANKA_13_v3:227,665..229,973(+)	porphobilinogen synthase, putative	No	1	PBGS	Previous IDs: PB000542.01.0;PBANKA_130410	
PBANKA_1304200	PBANKA_1304200.1	Plasmodium berghei ANKA	PbANKA_13_v3:227,665..235,180(+)	stromal-processing peptidase, putative	No	1	SPP	Previous IDs: PB000541.01.0;PB000891.01.0;PB108707.00.0;PBANKA_130420	
PBANKA_1304300	PBANKA_1304300.1	Plasmodium berghei ANKA	PbANKA_13_v3:235,505..239,315(-)	zinc finger protein, putative	No	1	N/A	Previous IDs: PB000890.01.0;PB300901.00.0;PBANKA_130430	
PBANKA_1304400	PBANKA_1304400.1	Plasmodium berghei ANKA	PbANKA_13_v3:242,466..243,902(+)	allantoicase, putative	No	1	N/A	Previous IDs: PB000324.00.0;PBANKA_130440	
PBANKA_1304500	PBANKA_1304500.1	Plasmodium berghei ANKA	PbANKA_13_v3:245,031..248,476(+)	protein SOC3	No	1	SOC3	Previous IDs: PB000139.00.0;PB000425.00.0;PBANKA_130450	
PBANKA_1304600	PBANKA_1304600.1	Plasmodium berghei ANKA	PbANKA_13_v3:248,774..250,777(-)	AP-3 complex subunit mu, putative	No	1	AP3M	Previous IDs: PB001125.02.0;PB301107.00.0;PB404525.00.0;PBANKA_130460	
PBANKA_1304700	PBANKA_1304700.1	Plasmodium berghei ANKA	PbANKA_13_v3:252,634..254,587(+)	major facilitator superfamily domain-containing protein, putative	No	1	MFS6	Previous IDs: PB000349.03.0;PB001126.02.0;PBANKA_130470	
PBANKA_1304800	PBANKA_1304800.1	Plasmodium berghei ANKA	PbANKA_13_v3:255,504..256,769(+)	conserved Plasmodium protein, unknown function	No	1	N/A	Previous IDs: PB000737.00.0;PBANKA_130480	
PBANKA_1304900	PBANKA_1304900.1	Plasmodium berghei ANKA	PbANKA_13_v3:257,064..258,737(-)	cytoplasmic tRNA 2-thiolation protein 2, putative	No	1	NCS2	Previous IDs: PB000736.00.0;PBANKA_130490	
PBANKA_1305000	PBANKA_1305000.1	Plasmodium berghei ANKA	PbANKA_13_v3:260,191..260,883(-)	conserved Plasmodium protein, unknown function	No	1	N/A	Previous IDs: PBANKA_130500	
PBANKA_1305100	PBANKA_1305100.1	Plasmodium berghei ANKA	PbANKA_13_v3:264,033..265,173(+)	60S ribosomal protein L1, putative	No	1	N/A	Previous IDs: PB001103.02.0;PBANKA_130510	
PBANKA_1305200	PBANKA_1305200.1	Plasmodium berghei ANKA	PbANKA_13_v3:267,718..274,858(+)	serine/threonine protein kinase, putative	No	1	N/A	Previous IDs: PB001104.02.0;PB300778.00.0;PBANKA_130520	
PBANKA_1305300	PBANKA_1305300.1	Plasmodium berghei ANKA	PbANKA_13_v3:277,081..278,562(+)	FACT complex subunit SSRP1, putative	No	1	FACT-S	Previous IDs: PB001100.02.0;PB300791.00.0;PBANKA_130530	
PBANKA_1305400	PBANKA_1305400.1	Plasmodium berghei ANKA	PbANKA_13_v3:279,066..281,071(-)	conserved Plasmodium protein, unknown function	No	1	N/A	Previous IDs: PB001102.02.0;PBANKA_130540	
PBANKA_1305500	PBANKA_1305500.1	Plasmodium berghei ANKA	PbANKA_13_v3:281,780..283,720(-)	acid cluster protein 33 homologue, putative	No	1	N/A	Previous IDs: PB001101.02.0;PBANKA_130550	
PBANKA_1305600	PBANKA_1305600.1	Plasmodium berghei ANKA	PbANKA_13_v3:286,093..287,448(+)	mitochondrial inner membrane protease ATP23, putative	No	1	ATP23	Previous IDs: PB000213.03.0;PBANKA_130560	
PBANKA_1305700	PBANKA_1305700.1	Plasmodium berghei ANKA	PbANKA_13_v3:288,128..289,161(-)	vacuolar protein sorting-associated protein 60, putative	No	1	VPS60	Previous IDs: PB000214.03.0;PBANKA_130570	
PBANKA_1305800	PBANKA_1305800.1	Plasmodium berghei ANKA	PbANKA_13_v3:289,970..290,173(+)	RNA polymerase II transcription factor B subunit 5, putative	No	1	TFB5	Previous IDs: PB000215.03.0;PBANKA_130580	
PBANKA_1305900	PBANKA_1305900.1	Plasmodium berghei ANKA	PbANKA_13_v3:290,493..291,189(-)	ADP-ribosylation factor, putative	No	1	N/A	Previous IDs: PB001029.00.0;PBANKA_130590	
PBANKA_1306000	PBANKA_1306000.1	Plasmodium berghei ANKA	PbANKA_13_v3:292,068..292,920(-)	replication factor A protein 3, putative	No	1	RPA3	Previous IDs: PBANKA_130600	
PBANKA_1306100	PBANKA_1306100.1	Plasmodium berghei ANKA	PbANKA_13_v3:293,891..296,677(-)	GTP-binding protein YihA2, putative	No	1	N/A	Previous IDs: PB001027.00.0;PB301443.00.0;PBANKA_130610	
PBANKA_1306200	PBANKA_1306200.1	Plasmodium berghei ANKA	PbANKA_13_v3:297,567..299,061(-)	tRNA import protein tRIP	No	1	tRIP	Previous IDs: PB001028.00.0;PBANKA_130620	
PBANKA_1306300	PBANKA_1306300.1	Plasmodium berghei ANKA	PbANKA_13_v3:301,251..307,250(+)	protein KIC9, putative	No	1	N/A	Previous IDs: PB000562.00.0;PBANKA_130630	
PBANKA_1306400	PBANKA_1306400.1	Plasmodium berghei ANKA	PbANKA_13_v3:308,106..311,235(-)	geranylgeranyl transferase type-2 subunit alpha, putative	No	1	N/A	Previous IDs: PB000231.02.0;PB101008.00.0;PBANKA_130640	
PBANKA_1306500	PBANKA_1306500.1	Plasmodium berghei ANKA	PbANKA_13_v3:313,811..321,215(+)	TRAP-like protein	No	1	TREP	Previous IDs: PB000385.03.0;PB000894.03.0;PB101682.00.0;PB301069.00.0;PBANKA_130650	
PBANKA_1306600	PBANKA_1306600.1	Plasmodium berghei ANKA	PbANKA_13_v3:322,605..329,041(+)	conserved Plasmodium protein, unknown function	No	1	N/A	Previous IDs: PB000576.00.0;PB000577.00.0;PB103380.00.0;PBANKA_130660	
PBANKA_1306700	PBANKA_1306700.1	Plasmodium berghei ANKA	PbANKA_13_v3:329,646..330,893(-)	conserved Plasmodium protein, unknown function	No	1	N/A	Previous IDs: PBANKA_130670	
PBANKA_1306800	PBANKA_1306800.1	Plasmodium berghei ANKA	PbANKA_13_v3:332,563..341,553(+)	Sec7 domain-containing protein ARFGEF, putative	No	1	ARFGEF	Previous IDs: PB000490.01.0;PB300334.00.0;PB300452.00.0;PB300971.00.0;PB301111.00.0;PB301262.00.0;PB401861.00.0;PBANKA_130680	
PBANKA_1306900	PBANKA_1306900.1	Plasmodium berghei ANKA	PbANKA_13_v3:341,953..345,930(-)	serine/threonine protein kinase, putative	No	1	SRPK2	Previous IDs: PB000487.02.0;PB000491.01.0;PB000872.01.0;PBANKA_130690	
PBANKA_1307000	PBANKA_1307000.1	Plasmodium berghei ANKA	PbANKA_13_v3:347,196..348,752(-)	conserved Plasmodium protein, unknown function	No	1	N/A	Previous IDs: PB001118.03.0;PBANKA_130700	
PBANKA_1307100	PBANKA_1307100.1	Plasmodium berghei ANKA	PbANKA_13_v3:350,046..352,008(+)	heptatricopeptide repeat-containing protein, putative	No	1	N/A	Previous IDs: PB000882.03.0;PBANKA_130710	
PBANKA_1307200	PBANKA_1307200.1	Plasmodium berghei ANKA	PbANKA_13_v3:352,955..353,579(+)	U6 snRNA-associated Sm-like protein LSm5, putative	No	1	LSM5	Previous IDs: PBANKA_130720	
PBANKA_1307300	PBANKA_1307300.1	Plasmodium berghei ANKA	PbANKA_13_v3:353,958..356,548(-)	WD repeat-containing protein, putative	No	1	WLP1	Previous IDs: PB000881.03.0;PBANKA_130730	
PBANKA_1307400	PBANKA_1307400.1	Plasmodium berghei ANKA	PbANKA_13_v3:357,710..360,058(-)	poly(A)-specific ribonuclease PARN, putative	No	1	PARN	Previous IDs: PB000880.03.0;PB301317.00.0;PBANKA_130740	
PBANKA_1307500	PBANKA_1307500.1	Plasmodium berghei ANKA	PbANKA_13_v3:361,321..366,633(-)	gamma-tubulin complex component, putative	No	1	N/A	Previous IDs: PB000805.00.0;PB301188.00.0;PBANKA_130750	
PBANKA_1307600	PBANKA_1307600.1	Plasmodium berghei ANKA	PbANKA_13_v3:367,598..368,559(-)	dephospho-CoA kinase, putative	No	1	DPCK	Previous IDs: PB000859.03.0;PBANKA_130760	
PBANKA_1307700	PBANKA_1307700.1	Plasmodium berghei ANKA	PbANKA_13_v3:370,134..371,288(-)	pre-mRNA-splicing factor CWC24, putative	No	1	CWC24	Previous IDs: PB000620.03.0;PB300641.00.0;PBANKA_130770	
PBANKA_1307800	PBANKA_1307800.1	Plasmodium berghei ANKA	PbANKA_13_v3:372,663..375,305(+)	heat shock protein 90, putative	No	1	N/A	Previous IDs: PB000011.00.0;PBANKA_130780	
PBANKA_1307900	PBANKA_1307900.1	Plasmodium berghei ANKA	PbANKA_13_v3:376,066..377,211(+)	conserved Plasmodium protein, unknown function	No	1	N/A	Previous IDs: PB000848.01.0;PBANKA_130790	
PBANKA_1308000	PBANKA_1308000.1	Plasmodium berghei ANKA	PbANKA_13_v3:377,305..399,741(-)	conserved Plasmodium protein, unknown function	No	1	N/A	Previous IDs: PB000069.02.0;PB000094.02.0;PB000188.02.0;PB000250.02.0;PB000412.01.0;PB000638.00.0;PB000847.01.0;PB001155.01.0;PB001265.00.0;PB300498.00.0;PB300941.00.0;PB301011.00.0;PB301227.00.0;PB301428.00.0;PBANKA_130800	
PBANKA_1308100	PBANKA_1308100.1	Plasmodium berghei ANKA	PbANKA_13_v3:400,273..401,455(+)	calmodulin-like protein	No	1	N/A	Previous IDs: PB300889.00.0;PBANKA_130810	
PBANKA_1308200	PBANKA_1308200.1	Plasmodium berghei ANKA	PbANKA_13_v3:402,308..403,550(+)	1-acyl-sn-glycerol-3-phosphate acyltransferase, putative	No	1	LPAAT	Previous IDs: PB000910.02.0;PBANKA_130820	
PBANKA_1308300	PBANKA_1308300.1	Plasmodium berghei ANKA	PbANKA_13_v3:404,478..406,259(+)	conserved Plasmodium protein, unknown function	No	1	N/A	Previous IDs: PB000911.02.0;PBANKA_130830	
PBANKA_1308400	PBANKA_1308400.1	Plasmodium berghei ANKA	PbANKA_13_v3:407,064..411,637(-)	eukaryotic translation initiation factor 2-alpha kinase 1, putative	No	1	eIK1	Previous IDs: PB000556.03.0;PB000582.03.0;PB300032.00.0;PBANKA_130840	
PBANKA_1308500	PBANKA_1308500.1	Plasmodium berghei ANKA	PbANKA_13_v3:413,990..414,967(+)	shikimate dehydrogenase, putative	No	1	N/A	Previous IDs: PB000758.02.0;PBANKA_130850	
PBANKA_1308600	PBANKA_1308600.1	Plasmodium berghei ANKA	PbANKA_13_v3:415,870..417,320(-)	fructose-bisphosphate aldolase 2	No	1	ALDO2	Previous IDs: PB000757.02.0;PBANKA_130860	
PBANKA_1308700	PBANKA_1308700.1	Plasmodium berghei ANKA	PbANKA_13_v3:419,821..420,369(+)	conserved protein, unknown function	No	1	N/A	Previous IDs: PB107642.00.0;PBANKA_130870	
PBANKA_1308800	PBANKA_1308800.1	Plasmodium berghei ANKA	PbANKA_13_v3:420,877..422,079(-)	prolyl hydroxylase-like protein, putative	No	1	N/A	Previous IDs: PB000454.03.0;PBANKA_130880	
PBANKA_1308900	PBANKA_1308900.1	Plasmodium berghei ANKA	PbANKA_13_v3:422,991..426,197(-)	histidine--tRNA ligase, putative	No	1	N/A	Previous IDs: PB000455.03.0;PB000482.00.0;PBANKA_130890	
PBANKA_1309000	PBANKA_1309000.1	Plasmodium berghei ANKA	PbANKA_13_v3:427,209..429,808(+)	ATP-dependent RNA helicase MAK5, putative	No	1	MAK5	Previous IDs: PB000381.00.0;PBANKA_130900	
PBANKA_1309100	PBANKA_1309100.1	Plasmodium berghei ANKA	PbANKA_13_v3:430,608..432,465(+)	ribosomal protein S29, mitochondrial, putative	No	1	N/A	Previous IDs: PB000187.02.0;PB000410.02.0;PB001118.01.0;PBANKA_130910	
PBANKA_1309200	PBANKA_1309200.1	Plasmodium berghei ANKA	PbANKA_13_v3:433,328..435,751(-)	serine/threonine kinase-1, putative	No	1	CLK1	Previous IDs: PB000409.02.0;PB300006.00.0;PB300051.00.0;PBANKA_130920	
PBANKA_1309300	PBANKA_1309300.1	Plasmodium berghei ANKA	PbANKA_13_v3:436,988..437,440(+)	conserved Plasmodium protein, unknown function	No	1	N/A	Previous IDs: PB000255.03.0;PBANKA_130930	
PBANKA_1309400	PBANKA_1309400.1	Plasmodium berghei ANKA	PbANKA_13_v3:440,067..442,156(+)	RNA-binding protein, putative	No	1	N/A	Previous IDs: PB000954.03.0;PB001120.01.0;PBANKA_130940	
PBANKA_1309500	PBANKA_1309500.1	Plasmodium berghei ANKA	PbANKA_13_v3:443,171..444,673(-)	conserved Plasmodium protein, unknown function	No	1	N/A	Previous IDs: PB001121.01.0;PBANKA_130950	
PBANKA_1309600	PBANKA_1309600.1	Plasmodium berghei ANKA	PbANKA_13_v3:446,017..449,901(-)	conserved Plasmodium protein, unknown function	No	1	N/A	Previous IDs: PB000829.02.0;PB101363.00.0;PB105739.00.0;PBANKA_130960	
PBANKA_1309700	PBANKA_1309700.1	Plasmodium berghei ANKA	PbANKA_13_v3:452,746..455,713(+)	ATP-dependent RNA helicase DDX5, putative	No	1	DDX5	Previous IDs: PB000433.03.0;PB000434.03.0;PB300100.00.0;PBANKA_130970	
PBANKA_1309750	PBANKA_1309750.1	Plasmodium berghei ANKA	PbANKA_13_v3:457,190..457,303(+)	U5 spliceosomal RNA	No	1	N/A	Previous IDs: PBANKA_130975;berg13:ncRNA:rfamscan:435363-435476	
PBANKA_1309800	PBANKA_1309800.1	Plasmodium berghei ANKA	PbANKA_13_v3:457,721..459,681(-)	conserved Plasmodium protein, unknown function	No	1	N/A	Previous IDs: PB000435.03.0;PB107604.00.0;PB405992.00.0;PBANKA_130980	
PBANKA_1309900	PBANKA_1309900.1	Plasmodium berghei ANKA	PbANKA_13_v3:461,027..462,934(-)	M17 leucyl aminopeptidase, putative	No	1	LAP	Previous IDs: PB000863.03.0;PBANKA_130990	
PBANKA_1310000	PBANKA_1310000.1	Plasmodium berghei ANKA	PbANKA_13_v3:464,961..468,560(+)	conserved Plasmodium protein, unknown function	No	1	N/A	Previous IDs: PB000134.02.0;PB108384.00.0;PB401838.00.0;PBANKA_131000	
PBANKA_1310100	PBANKA_1310100.1	Plasmodium berghei ANKA	PbANKA_13_v3:468,934..470,127(-)	pyruvate dehydrogenase E1 component subunit beta, putative	No	1	N/A	Previous IDs: PB000132.02.0;PBANKA_131010	
PBANKA_1310200	PBANKA_1310200.1	Plasmodium berghei ANKA	PbANKA_13_v3:472,598..480,745(+)	nucleoporin NUP313	No	1	NUP313	Previous IDs: PB000133.02.0;PB000337.02.0;PBANKA_131020;PBANKA_131030	
PBANKA_1310400	PBANKA_1310400.1	Plasmodium berghei ANKA	PbANKA_13_v3:481,788..482,534(-)	centrin-2, putative	No	1	CEN2	Previous IDs: PB000338.02.0;PBANKA_131040	
PBANKA_1310500	PBANKA_1310500.1	Plasmodium berghei ANKA	PbANKA_13_v3:484,209..486,129(-)	conserved Plasmodium protein, unknown function	No	1	N/A	Previous IDs: PB000651.00.0;PB000652.00.0;PBANKA_131050	
PBANKA_1310600	PBANKA_1310600.1	Plasmodium berghei ANKA	PbANKA_13_v3:487,490..488,360(+)	heme detoxification protein, putative	No	1	HDP	Previous IDs: PB000650.00.0;PB300396.00.0;PBANKA_131060	
PBANKA_1310700	PBANKA_1310700.1	Plasmodium berghei ANKA	PbANKA_13_v3:488,831..490,856(-)	glutaminyl-peptide cyclotransferase, putative	No	1	N/A	Previous IDs: PB000083.02.0;PBANKA_131070	
PBANKA_1310800	PBANKA_1310800.1	Plasmodium berghei ANKA	PbANKA_13_v3:492,684..494,081(+)	40S ribosomal protein S5, putative	No	1	N/A	Previous IDs: PB001359.02.0;PBANKA_131080	
PBANKA_1310900	PBANKA_1310900.1	Plasmodium berghei ANKA	PbANKA_13_v3:494,692..495,338(-)	conserved Plasmodium protein, unknown function	No	1	N/A	Previous IDs: PB101712.00.0;PB106484.00.0;PBANKA_131090	
PBANKA_1311000	PBANKA_1311000.1	Plasmodium berghei ANKA	PbANKA_13_v3:496,021..497,515(+)	conserved protein, unknown function	No	1	UIS21	Previous IDs: PB000977.00.0;PBANKA_131100	
PBANKA_1311100	PBANKA_1311100.1	Plasmodium berghei ANKA	PbANKA_13_v3:498,511..499,123(+)	ribosomal protein S14, mitochondrial, putative	No	1	N/A	Previous IDs: PB000978.00.0;PBANKA_131110	
PBANKA_1311200	PBANKA_1311200.1	Plasmodium berghei ANKA	PbANKA_13_v3:499,493..500,869(-)	conserved Plasmodium protein, unknown function	No	1	N/A	Previous IDs: PBANKA_131120	
PBANKA_1311300	PBANKA_1311300.1	Plasmodium berghei ANKA	PbANKA_13_v3:502,563..503,216(+)	inner membrane complex protein, putative	No	1	N/A	Previous IDs: PB000326.02.0;PBANKA_131130	
PBANKA_1311400	PBANKA_1311400.1	Plasmodium berghei ANKA	PbANKA_13_v3:503,621..504,368(-)	conserved protein, unknown function	No	1	N/A	Previous IDs: PB104908.00.0;PB405083.00.0;PBANKA_131140	
PBANKA_1311500	PBANKA_1311500.1	Plasmodium berghei ANKA	PbANKA_13_v3:505,672..506,697(-)	conserved protein, unknown function	No	1	N/A	Previous IDs: PB000325.02.0;PBANKA_131150	
PBANKA_1311600	PBANKA_1311600.1	Plasmodium berghei ANKA	PbANKA_13_v3:508,350..513,617(+)	calponin homology domain-containing protein, putative	No	1	N/A	Previous IDs: PB001239.00.0;PB102136.00.0;PB300225.00.0;PBANKA_131160	
PBANKA_1311700	PBANKA_1311700.1	Plasmodium berghei ANKA	PbANKA_13_v3:514,981..517,827(-)	multidrug resistance protein 2, putative	No	1	MDR2	Previous IDs: PB001654.02.0;PB400810.00.0;PBANKA_131170	
PBANKA_1311800	PBANKA_1311800.1	Plasmodium berghei ANKA	PbANKA_13_v3:519,081..522,725(-)	U3 small nucleolar RNA-associated protein 12, putative	No	1	UTP12	Previous IDs: PB000280.00.0;PB000506.03.0;PB001223.02.0;PB300128.00.0;PBANKA_131180	
